movieId,title,genres
62,From Dusk Till Dawn,Action|Comedy|Horror|Thriller
63,Fair Game,Action
64,Kicking and Screaming,Comedy|Drama
65,"Misérables, Les",Drama|War
66,Bed of Roses,Drama|Romance
67,Big Bully,Comedy|Drama
68,Screamers,Action|Sci-Fi|Thriller
69,Nico Icon,Documentary
70,"Crossing Guard, The",Action|Crime|Drama|Thriller
71,"Juror, The",Drama|Thriller
72,"White Balloon, The (Badkonake sefid)",Children|Drama
73,Things to Do in Denver When You're Dead,Crime|Drama|Romance
74,Antonia's Line (Antonia),Comedy|Drama
75,Once Upon a Time... When We Were Colored,Drama|Romance
76,Angels and Insects,Drama|Romance
77,White Squall,Action|Adventure|Drama
78,Dunston Checks In,Children|Comedy
79,Black Sheep,Comedy
80,Nick of Time,Action|Thriller
81,Mary Reilly,Drama|Horror|Thriller
82,Vampire in Brooklyn,Comedy|Horror|Romance
83,Beautiful Girls,Comedy|Drama|Romance
84,Broken Arrow,Action|Adventure|Thriller
85,In the Bleak Midwinter,Comedy|Drama
86,"Hate (Haine, La)",Crime|Drama
87,Heidi Fleiss: Hollywood Madam,Documentary
88,City Hall,Drama|Thriller
89,Bottle Rocket,Adventure|Comedy|Crime|Romance
90,Mr. Wrong,Comedy
91,Unforgettable,Mystery|Sci-Fi|Thriller
92,Happy Gilmore,Comedy
93,"Bridges of Madison County, The",Drama|Romance
94,Muppet Treasure Island,Adventure|Children|Comedy|Musical
95,Braveheart,Action|Drama|War
96,Taxi Driver,Crime|Drama|Thriller
97,Rumble in the Bronx (Hont faan kui),Action|Adventure|Comedy|Crime
98,Before and After,Drama|Mystery
99,Margaret's Museum,Drama
100,Anne Frank Remembered,Documentary
101,"Young Poisoner's Handbook, The",Crime|Drama
102,If Lucy Fell,Comedy|Romance
103,"Steal Big, Steal Little",Comedy
104,"Boys of St. Vincent, The",Drama
105,Boomerang,Comedy|Romance
106,Chungking Express (Chung Hing sam lam),Drama|Mystery|Romance
107,"Star Maker, The (Uomo delle stelle, L')",Drama
108,Flirting With Disaster,Comedy
109,"NeverEnding Story III, The",Adventure|Children|Fantasy
110,Frankie Starlight,Drama|Romance
111,Jade,Thriller
112,Down Periscope,Comedy
113,Up Close and Personal,Drama|Romance
114,"Birdcage, The",Comedy
115,"Brothers McMullen, The",Comedy
116,Bad Boys,Action|Comedy|Crime|Drama|Thriller
117,"Amazing Panda Adventure, The",Adventure|Children
118,"Basketball Diaries, The",Drama
119,"Awfully Big Adventure, An",Drama
120,Amateur,Crime|Drama|Thriller
121,Apollo 13,Adventure|Drama|IMAX
122,Rob Roy,Action|Drama|Romance|War
123,"Addiction, The",Drama|Horror
124,Batman Forever,Action|Adventure|Comedy|Crime
125,Beauty of the Day (Belle de jour),Drama
126,Beyond Rangoon,Adventure|Drama|War
127,Blue in the Face,Comedy|Drama
128,Canadian Bacon,Comedy|War
129,Casper,Adventure|Children
130,Clockers,Crime|Drama|Mystery
131,Congo,Action|Adventure|Mystery|Sci-Fi
132,Crimson Tide,Drama|Thriller|War
133,Crumb,Documentary
134,Desperado,Action|Romance|Western
135,Devil in a Blue Dress,Crime|Film-Noir|Mystery|Thriller
136,Die Hard: With a Vengeance,Action|Crime|Thriller
137,"Doom Generation, The",Comedy|Crime|Drama
138,First Knight,Action|Drama|Romance
139,Free Willy 2: The Adventure Home,Adventure|Children|Drama
140,Hackers,Action|Adventure|Crime|Thriller
141,Jeffrey,Comedy|Drama
142,Johnny Mnemonic,Action|Sci-Fi|Thriller
143,Judge Dredd,Action|Crime|Sci-Fi
144,Jury Duty,Comedy
145,Kids,Drama
146,Living in Oblivion,Comedy
147,Lord of Illusions,Horror
148,Love & Human Remains,Comedy|Drama
149,Mad Love,Drama|Romance
150,Mallrats,Comedy|Romance
151,Mighty Morphin Power Rangers: The Movie,Action|Children
152,Moonlight and Valentino,Drama|Romance
153,Mute Witness,Comedy|Horror|Thriller
154,Nadja,Drama
155,"Net, The",Action|Crime|Thriller
156,Nine Months,Comedy|Romance
157,Party Girl,Comedy
158,"Prophecy, The",Fantasy|Horror|Mystery
159,Safe,Thriller
160,"Scarlet Letter, The",Drama|Romance
161,Showgirls,Drama
162,Smoke,Comedy|Drama
163,Something to Talk About,Comedy|Drama|Romance
164,Species,Horror|Sci-Fi
165,Strange Days,Action|Crime|Drama|Mystery|Sci-Fi|Thriller
166,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",Drama|Musical|Romance
167,"Tie That Binds, The",Thriller
168,Three Wishes,Drama|Fantasy
169,Total Eclipse,Drama|Romance
170,"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy
171,Under Siege 2: Dark Territory,Action
172,Unstrung Heroes,Comedy|Drama
173,Unzipped,Documentary
174,"Walk in the Clouds, A",Drama|Romance
175,Waterworld,Action|Adventure|Sci-Fi
176,White Man's Burden,Drama
177,Wild Bill,Western
178,"Browning Version, The",Drama
179,Bushwhacked,Adventure|Comedy|Crime|Mystery
180,Burnt by the Sun (Utomlyonnye solntsem),Drama
181,Before the Rain (Pred dozhdot),Drama|War
182,Before Sunrise,Drama|Romance
183,Billy Madison,Comedy
184,"Babysitter, The",Drama|Thriller
185,Boys on the Side,Comedy|Drama
186,"Cure, The",Drama
187,Castle Freak,Horror
188,Circle of Friends,Drama|Romance
189,Clerks,Comedy
190,Don Juan DeMarco,Comedy|Drama|Romance
191,Disclosure,Drama|Thriller
192,Drop Zone,Action|Thriller
193,Destiny Turns on the Radio,Comedy
194,Death and the Maiden,Drama|Thriller
195,Dolores Claiborne,Drama|Thriller
196,Dumb & Dumber (Dumb and Dumber),Adventure|Comedy
197,Eat Drink Man Woman (Yin shi nan nu),Comedy|Drama|Romance
198,Exotica,Drama
199,Exit to Eden,Comedy
200,Ed Wood,Comedy|Drama
201,French Kiss,Action|Comedy|Romance
202,Forget Paris,Comedy|Romance
203,Far From Home: The Adventures of Yellow Dog,Adventure|Children
204,"Goofy Movie, A",Animation|Children|Comedy|Romance
205,Hideaway,Thriller
206,Fluke,Children|Drama
207,Farinelli: il castrato,Drama|Musical
208,Gordy,Children|Comedy|Fantasy
209,Gumby: The Movie,Animation|Children
210,The Glass Shield,Crime|Drama
211,Hoop Dreams,Documentary
212,Heavenly Creatures,Crime|Drama
213,Houseguest,Comedy
214,Immortal Beloved,Drama|Romance
215,Heavyweights (Heavy Weights),Children|Comedy
216,"Hunted, The",Action
217,I.Q.,Comedy|Romance
218,Interview with the Vampire: The Vampire Chronicles,Drama|Horror
219,Jefferson in Paris,Drama
220,"Jerky Boys, The",Comedy
221,Junior,Comedy|Sci-Fi
222,Just Cause,Mystery|Thriller
223,"Kid in King Arthur's Court, A",Adventure|Children|Comedy|Fantasy|Romance
224,Kiss of Death,Crime|Drama|Thriller
225,Star Wars: Episode IV - A New Hope,Action|Adventure|Sci-Fi
226,Little Women,Drama
227,"Little Princess, A",Children|Drama
228,Ladybird Ladybird,Drama
229,"Enfer, L'",Drama
230,Like Water for Chocolate (Como agua para chocolate),Drama|Fantasy|Romance
231,Legends of the Fall,Drama|Romance|War|Western
232,Major Payne,Comedy
233,Little Odessa,Crime|Drama
234,My Crazy Life (Mi vida loca),Drama
235,Love Affair,Drama|Romance
236,Losing Isaiah,Drama
237,"Madness of King George, The",Comedy|Drama
238,Mary Shelley's Frankenstein (Frankenstein),Drama|Horror|Sci-Fi
239,Man of the House,Comedy
240,Mixed Nuts,Comedy
241,Milk Money,Comedy|Romance
242,Miracle on 34th Street,Drama
243,Miami Rhapsody,Comedy
244,My Family,Drama
245,Murder in the First,Drama|Thriller
246,Nobody's Fool,Comedy|Drama|Romance
247,Nell,Drama
248,Nina Takes a Lover,Comedy|Romance
249,Natural Born Killers,Action|Crime|Thriller
250,Only You,Comedy|Romance
251,Once Were Warriors,Crime|Drama
252,Poison Ivy II,Drama|Thriller
253,Outbreak,Action|Drama|Sci-Fi|Thriller
254,Léon: The Professional (a.k.a. The Professional) (Léon),Action|Crime|Drama|Thriller
255,"Perez Family, The",Comedy|Romance
256,"Pyromaniac's Love Story, A",Comedy|Romance
257,Pulp Fiction,Comedy|Crime|Drama|Thriller
258,Panther,Drama
259,Pushing Hands (Tui shou),Drama
260,Priest,Drama
261,Quiz Show,Drama
262,Picture Bride (Bijo photo),Drama|Romance
263,"Queen Margot (Reine Margot, La)",Drama|Romance
264,"Quick and the Dead, The",Action|Thriller|Western
265,Roommates,Comedy|Drama
266,Ready to Wear (Pret-A-Porter),Comedy
267,Three Colors: Red (Trois couleurs: Rouge),Drama
268,Three Colors: Blue (Trois couleurs: Bleu),Drama
269,Three Colors: White (Trzy kolory: Bialy),Comedy|Drama
270,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng)",Drama
271,Stuart Saves His Family,Comedy
272,"Swan Princess, The",Animation|Children
273,"Secret of Roan Inish, The",Children|Drama|Fantasy|Mystery
274,"Specialist, The",Action|Drama|Thriller
275,Stargate,Action|Adventure|Sci-Fi
276,"Santa Clause, The",Comedy|Drama|Fantasy
277,"Shawshank Redemption, The",Crime|Drama
278,Shallow Grave,Comedy|Drama|Thriller
279,Suture,Film-Noir|Thriller
280,Strawberry and Chocolate (Fresa y chocolate),Drama
281,Swimming with Sharks,Comedy|Drama
282,"Sum of Us, The",Comedy|Drama
283,National Lampoon's Senior Trip,Comedy
284,To Live (Huozhe),Drama
285,Tank Girl,Action|Comedy|Sci-Fi
286,Tales from the Crypt Presents: Demon Knight,Horror|Thriller
287,Star Trek: Generations,Adventure|Drama|Sci-Fi
288,Tales from the Hood,Action|Crime|Horror
289,Tom & Viv,Drama
290,Village of the Damned,Horror|Sci-Fi
291,Tommy Boy,Comedy
292,Vanya on 42nd Street,Drama
293,Underneath,Mystery|Thriller
294,What's Eating Gilbert Grape,Drama
295,Virtuosity,Action|Sci-Fi|Thriller
296,While You Were Sleeping,Comedy|Romance
297,"War, The",Adventure|Drama|War
298,Double Happiness,Drama
299,Muriel's Wedding,Comedy
300,"Baby-Sitters Club, The",Children
301,Ace Ventura: Pet Detective,Comedy
302,"Adventures of Priscilla, Queen of the Desert, The",Comedy|Drama
303,Backbeat,Drama|Musical
304,Bitter Moon,Drama|Film-Noir|Romance
305,Bullets Over Broadway,Comedy
306,Clear and Present Danger,Action|Crime|Drama|Thriller
307,"Client, The",Drama|Mystery|Thriller
308,"Corrina, Corrina",Comedy|Drama|Romance
309,Crooklyn,Comedy|Drama
310,"Crow, The",Action|Crime|Fantasy|Thriller
311,Cobb,Drama
312,"Flintstones, The",Children|Comedy|Fantasy
313,Forrest Gump,Comedy|Drama|Romance|War
314,Four Weddings and a Funeral,Comedy|Romance
315,Higher Learning,Drama
316,I Like It Like That,Comedy|Drama|Romance
317,I Love Trouble,Action|Comedy
318,It Could Happen to You,Comedy|Drama|Romance
319,"Jungle Book, The",Adventure|Children|Romance
320,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die)",Documentary
321,"Lion King, The",Adventure|Animation|Children|Drama|Musical|IMAX
322,Little Buddha,Drama
323,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)",Drama|Horror|Mystery|Thriller
324,"Mask, The",Action|Comedy|Crime|Fantasy
325,Maverick,Adventure|Comedy|Western
326,Mrs. Parker and the Vicious Circle,Drama
327,Naked Gun 33 1/3: The Final Insult,Action|Comedy
328,"Paper, The",Comedy|Drama
329,Reality Bites,Comedy|Drama|Romance
330,Red Rock West,Thriller
331,Richie Rich,Children|Comedy
332,Safe Passage,Drama
333,"River Wild, The",Action|Thriller
334,Speed,Action|Romance|Thriller
335,Speechless,Comedy|Romance
336,Timecop,Action|Sci-Fi|Thriller
337,True Lies,Action|Adventure|Comedy|Romance|Thriller
338,When a Man Loves a Woman,Drama|Romance
339,Wolf,Drama|Horror|Romance|Thriller
340,Wyatt Earp,Western
341,Bad Company,Action|Crime|Drama
342,S.F.W.,Drama
343,"Low Down Dirty Shame, A",Action|Comedy
344,Boys Life,Drama
345,"Colonel Chabert, Le",Drama|Romance|War
346,Faster Pussycat! Kill! Kill!,Action|Crime|Drama
347,Jason's Lyric,Crime|Drama
348,"Secret Adventures of Tom Thumb, The",Adventure|Animation
349,Street Fighter,Action|Adventure|Fantasy
350,Coldblooded,Comedy
351,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension),Action|Fantasy
352,In the Mouth of Madness,Horror|Thriller
353,8 Seconds,Drama
354,Above the Rim,Crime|Drama
355,Addams Family Values,Children|Comedy|Fantasy
356,Martin Lawrence: You So Crazy,Comedy|Documentary
357,"Age of Innocence, The",Drama
358,Airheads,Comedy
359,"Air Up There, The",Comedy
360,Another Stakeout,Comedy|Thriller
361,Bad Girls,Western
362,Barcelona,Comedy|Romance
363,Being Human,Drama
364,"Beverly Hillbillies, The",Comedy
365,Beverly Hills Cop III,Action|Comedy|Crime|Thriller
366,Black Beauty,Adventure|Children|Drama
367,Blink,Thriller
368,Blown Away,Action|Thriller
369,Blue Chips,Drama
370,Blue Sky,Drama|Romance
371,Body Snatchers,Horror|Sci-Fi|Thriller
372,Boxing Helena,Drama|Mystery|Romance|Thriller
373,"Bronx Tale, A",Drama
374,Cabin Boy,Comedy
375,Calendar Girl,Comedy|Drama
376,Carlito's Way,Crime|Drama
377,City Slickers II: The Legend of Curly's Gold,Adventure|Comedy|Western
378,Clean Slate,Comedy
379,Cliffhanger,Action|Adventure|Thriller
380,Coneheads,Comedy|Sci-Fi
381,Color of Night,Drama|Thriller
382,Cops and Robbersons,Comedy
383,"Cowboy Way, The",Action|Comedy|Drama
384,Dave,Comedy|Romance
385,Dazed and Confused,Comedy
386,Demolition Man,Action|Adventure|Sci-Fi
387,"Endless Summer 2, The",Adventure|Documentary
388,Even Cowgirls Get the Blues,Comedy|Romance
389,Fatal Instinct,Comedy
390,Farewell My Concubine (Ba wang bie ji),Drama|Romance
391,"Favor, The",Comedy|Romance
392,Fearless,Drama
393,Fear of a Black Hat,Comedy
394,With Honors,Comedy|Drama
395,Flesh and Bone,Drama|Mystery|Romance
396,Widows' Peak,Drama
397,For Love or Money,Comedy|Romance
398,"Firm, The",Drama|Thriller
399,Free Willy,Adventure|Children|Drama
400,Fresh,Crime|Drama|Thriller
401,"Fugitive, The",Thriller
402,Geronimo: An American Legend,Drama|Western
403,"Getaway, The",Action|Adventure|Crime|Drama|Romance|Thriller
404,Getting Even with Dad,Comedy
405,Go Fish,Drama|Romance
406,"Good Man in Africa, A",Action|Adventure
407,Guilty as Sin,Crime|Drama|Thriller
408,Hard Target,Action|Adventure|Crime|Thriller
409,Heaven & Earth,Action|Drama|War
410,Hot Shots! Part Deux,Action|Comedy|War
411,Live Nude Girls,Comedy
412,"Englishman Who Went Up a Hill But Came Down a Mountain, The",Comedy|Romance
413,"House of the Spirits, The",Drama|Romance
414,House Party 3,Comedy
415,"Hudsucker Proxy, The",Comedy
416,I'll Do Anything,Comedy|Drama
417,In the Army Now,Comedy|War
418,In the Line of Fire,Action|Thriller
419,In the Name of the Father,Drama
420,"Inkwell, The",Comedy|Drama
421,What's Love Got to Do with It?,Drama|Musical
422,Jimmy Hollywood,Comedy|Crime|Drama
423,Judgment Night,Action|Crime|Thriller
424,Jurassic Park,Action|Adventure|Sci-Fi|Thriller
425,Kalifornia,Drama|Thriller
426,Killing Zoe,Crime|Drama|Thriller
427,King of the Hill,Drama
428,Lassie,Adventure|Children
429,Last Action Hero,Action|Adventure|Comedy|Fantasy
430,Life with Mikey,Comedy
431,Lightning Jack,Comedy|Western
432,M. Butterfly,Drama|Romance
433,Made in America,Comedy
434,Malice,Thriller
435,"Man Without a Face, The",Drama
436,Manhattan Murder Mystery,Comedy|Mystery
437,Menace II Society,Action|Crime|Drama
438,Executive Decision,Action|Adventure|Thriller
439,In the Realm of the Senses (Ai no corrida),Drama
440,What Happened Was...,Comedy|Drama|Romance|Thriller
441,Much Ado About Nothing,Comedy|Romance
442,Mr. Jones,Drama|Romance
443,Mr. Wonderful,Comedy|Romance
444,Mrs. Doubtfire,Comedy|Drama
445,Naked,Drama
446,"Next Karate Kid, The",Action|Children|Romance
447,"New Age, The",Drama
448,No Escape,Action|Drama|Sci-Fi
449,North,Comedy
450,Orlando,Drama|Fantasy|Romance
451,"Perfect World, A",Crime|Drama|Thriller
452,Philadelphia,Drama
453,"Piano, The",Drama|Romance
454,Poetic Justice,Drama
455,"Program, The",Action|Drama
456,"Puppet Masters, The",Horror|Sci-Fi
457,Radioland Murders,Comedy|Mystery|Romance
458,"Ref, The",Comedy
459,"Remains of the Day, The",Drama|Romance
460,Renaissance Man,Comedy|Drama
461,Rising Sun,Action|Drama|Mystery
462,"Road to Wellville, The",Comedy
463,RoboCop 3,Action|Crime|Drama|Sci-Fi|Thriller
464,Robin Hood: Men in Tights,Comedy
465,Romeo Is Bleeding,Crime|Thriller
466,Romper Stomper,Action|Drama
467,Ruby in Paradise,Drama
468,Rudy,Drama
469,"Saint of Fort Washington, The",Drama
470,Schindler's List,Drama|War
471,"Scout, The",Comedy|Drama
472,Searching for Bobby Fischer,Drama
473,"Secret Garden, The",Children|Drama
474,Serial Mom,Comedy|Crime|Horror
475,"Shadow, The",Action|Adventure|Fantasy|Mystery
476,Shadowlands,Drama|Romance
477,Short Cuts,Drama
478,"Simple Twist of Fate, A",Drama
479,Sirens,Drama
480,Six Degrees of Separation,Drama
481,Sleepless in Seattle,Comedy|Drama|Romance
482,Sliver,Thriller
483,Blade Runner,Action|Sci-Fi|Thriller
484,Son in Law,Comedy|Drama|Romance
485,So I Married an Axe Murderer,Comedy|Romance|Thriller
486,Striking Distance,Action|Crime
487,Super Mario Bros.,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
488,Surviving the Game,Action|Adventure|Thriller
489,Terminal Velocity,Action|Mystery|Thriller
490,Thirty-Two Short Films About Glenn Gould,Drama|Musical
491,Threesome,Comedy|Romance
492,"Nightmare Before Christmas, The",Animation|Children|Fantasy|Musical
493,"Three Musketeers, The",Action|Adventure|Comedy|Romance
494,Tombstone,Action|Drama|Western
495,Trial by Jury,Crime|Drama|Thriller
496,True Romance,Crime|Thriller
497,"War Room, The",Documentary
498,"Pagemaster, The",Action|Adventure|Animation|Children|Fantasy
499,Welcome to the Dollhouse,Comedy|Drama
500,Germinal,Drama|Romance
501,Chasers,Comedy
502,Cronos,Drama|Horror
503,Naked in New York,Comedy|Romance
504,Kika,Comedy|Drama
505,Bhaji on the Beach,Comedy|Drama
506,Little Big League,Comedy|Drama
507,"Slingshot, The (Kådisbellan)",Comedy|Drama
508,"Wedding Gift, The",Drama|Romance
509,Spanking the Monkey,Comedy|Drama
510,"Little Rascals, The",Children|Comedy
511,Andre,Adventure|Children|Drama
512,Princess Caraboo,Drama
513,"Celluloid Closet, The",Documentary
514,Dear Diary (Caro Diario),Comedy|Drama
515,"Brady Bunch Movie, The",Comedy
516,Home Alone,Children|Comedy
517,Ghost,Comedy|Drama|Fantasy|Romance|Thriller
518,Aladdin,Adventure|Animation|Children|Comedy|Musical
519,Terminator 2: Judgment Day,Action|Sci-Fi
520,Dances with Wolves,Adventure|Drama|Western
521,Batman,Action|Crime|Thriller
522,"Silence of the Lambs, The",Crime|Horror|Thriller
523,Snow White and the Seven Dwarfs,Animation|Children|Drama|Fantasy|Musical
524,Beauty and the Beast,Animation|Children|Fantasy|Musical|Romance|IMAX
525,Pinocchio,Animation|Children|Fantasy|Musical
526,Pretty Woman,Comedy|Romance
527,"Wild Bunch, The",Adventure|Western
528,Love and a .45,Action|Comedy|Crime
529,"Great Day in Harlem, A",Documentary
530,"Bye Bye, Love",Comedy
531,One Fine Day,Drama|Romance
532,Candyman: Farewell to the Flesh,Fantasy|Horror
533,Fargo,Comedy|Crime|Drama|Thriller
534,Homeward Bound II: Lost in San Francisco,Adventure|Children
535,Heavy Metal,Action|Adventure|Animation|Horror|Sci-Fi
536,Hellraiser: Bloodline,Action|Horror|Sci-Fi
537,"Pallbearer, The",Comedy
538,Jane Eyre,Drama|Romance
539,Bread and Chocolate (Pane e cioccolata),Comedy|Drama
540,"Aristocats, The",Animation|Children
541,"Flower of My Secret, The (La flor de mi secreto)",Comedy|Drama
542,Two Much,Comedy|Romance
543,Ed,Comedy
544,My Favorite Season,Drama
545,"Thin Line Between Love and Hate, A",Comedy
546,"Last Supper, The",Drama|Thriller
547,Primal Fear,Crime|Drama|Mystery|Thriller
548,All Dogs Go to Heaven 2,Adventure|Animation|Children|Fantasy|Musical|Romance
549,Land and Freedom (Tierra y libertad),Drama|War
550,Denise Calls Up,Comedy
551,Theodore Rex,Comedy
552,"Family Thing, A",Comedy|Drama
553,Sgt. Bilko,Comedy
554,Jack and Sarah,Romance
555,Girl 6,Comedy|Drama
556,Diabolique,Drama|Thriller
557,Nelly & Monsieur Arnaud,Drama
558,Courage Under Fire,Action|Crime|Drama|War
559,Mission: Impossible,Action|Adventure|Mystery|Thriller
560,Moll Flanders,Drama
561,Dragonheart,Action|Adventure|Fantasy
562,Eddie,Comedy
563,Purple Noon (Plein soleil),Crime|Drama|Thriller
564,James and the Giant Peach,Adventure|Animation|Children|Fantasy|Musical
565,Fear,Thriller
566,Kids in the Hall: Brain Candy,Comedy
567,Faithful,Comedy
568,Underground,Comedy|Drama|War
569,All Things Fair (Lust och fägring stor),Drama|Romance|War
570,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite),Action
571,Song of the Little Road (Pather Panchali),Drama
572,"World of Apu, The (Apur Sansar)",Drama
573,Mystery Science Theater 3000: The Movie,Comedy|Sci-Fi
574,Space Jam,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi
575,Barbarella,Adventure|Comedy|Sci-Fi
576,Some Folks Call It a Sling Blade,Drama|Thriller
577,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution)",Drama|Mystery|Romance|Sci-Fi|Thriller
578,Coup de torchon (Clean Slate),Crime
579,It's My Party,Drama
580,Operation Dumbo Drop,Action|Adventure|Comedy|War
581,Mrs. Winterbourne,Comedy|Romance
582,Solo,Action|Sci-Fi|Thriller
583,"Substitute, The",Action|Crime|Drama
584,True Crime,Mystery|Thriller
585,Feeling Minnesota,Drama|Romance
586,Angus,Comedy
587,Faces,Drama
588,Boys,Drama
589,"Quest, The",Action|Adventure
590,Cosi,Comedy
591,Mulholland Falls,Crime|Drama|Thriller
592,"Truth About Cats & Dogs, The",Comedy|Romance
593,Oliver & Company,Adventure|Animation|Children|Comedy|Musical
594,Celtic Pride,Comedy
595,Flipper,Adventure|Children
596,Dead Man,Drama|Mystery|Western
597,"Horseman on the Roof, The (Hussard sur le toit, Le)",Drama|Romance
598,Switchblade Sisters,Crime
599,"Visitors, The (Visiteurs, Les)",Comedy|Fantasy|Sci-Fi
600,Multiplicity,Comedy
601,Wallace & Gromit: The Best of Aardman Animation,Adventure|Animation|Comedy
602,"Haunted World of Edward D. Wood Jr., The",Documentary
603,"Craft, The",Drama|Fantasy|Horror|Thriller
604,"Great White Hype, The",Comedy
605,Last Dance,Drama
606,Cold Comfort Farm,Comedy
607,Heaven's Prisoners,Crime|Thriller
608,"Rock, The",Action|Adventure|Thriller
609,Cemetery Man (Dellamorte Dellamore),Horror
610,Twister,Action|Adventure|Romance|Thriller
611,Barb Wire,Action|Sci-Fi
612,Ghost in the Shell (Kôkaku kidôtai),Animation|Sci-Fi
613,Thinner,Horror|Thriller
614,Spy Hard,Comedy
615,Wallace & Gromit: A Close Shave,Animation|Children|Comedy
616,Force of Evil,Film-Noir
617,"Stupids, The",Comedy
618,"Arrival, The",Action|Sci-Fi|Thriller
619,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Comedy|War
620,Careful,Comedy|Horror
621,"Month by the Lake, A",Comedy|Drama|Romance
622,Gold Diggers: The Secret of Bear Mountain,Adventure|Children
623,Ashes of Time (Dung che sai duk),Drama
624,Maya Lin: A Strong Clear Vision,Documentary
625,Stalingrad,Drama|War
626,"Phantom, The",Action|Adventure
627,Striptease,Comedy|Crime
628,Heavy,Drama|Romance
629,Jack,Comedy|Drama
630,I Shot Andy Warhol,Drama
631,"Grass Harp, The",Comedy|Drama
632,Spirits of the Dead,Horror|Mystery
633,Trainspotting,Comedy|Crime|Drama
634,'Til There Was You,Drama|Romance
635,Independence Day (a.k.a. ID4),Action|Adventure|Sci-Fi|Thriller
636,Stealing Beauty,Drama
637,"Fan, The",Drama|Thriller
638,"Hunchback of Notre Dame, The",Animation|Children|Drama|Musical|Romance
639,"Cable Guy, The",Comedy|Thriller
640,Kingpin,Comedy
641,Eraser,Action|Drama|Thriller
642,"Nutty Professor, The",Comedy|Fantasy|Romance|Sci-Fi
643,Daylight,Action|Adventure|Drama|Thriller
644,"Frighteners, The",Comedy|Horror|Thriller
645,Lone Star,Drama|Mystery|Western
646,Harriet the Spy,Children|Comedy
647,Phenomenon,Drama|Romance
648,Walking and Talking,Comedy|Drama|Romance
649,She's the One,Comedy|Romance
650,"Time to Kill, A",Drama|Thriller
651,American Buffalo,Crime|Drama
652,Alaska,Adventure|Children
653,Fled,Action|Adventure
