movieId,imdbId,tmdbId
401,106977,5503.0
402,107004,35588.0
403,109890,2087.0
404,109891,41579.0
405,109913,18620.0
406,109920,41006.0
407,107057,4916.0
408,107076,2019.0
409,107096,31642.0
410,107144,9255.0
411,113674,26271.0
412,112966,10612.0
413,107151,2259.0
414,110064,16097.0
415,110074,11934.0
416,110097,106143.0
417,110123,12475.0
418,107206,9386.0
419,107207,7984.0
420,110137,59930.0
421,108551,15765.0
422,110197,31643.0
423,107286,6.0
424,107290,329.0
425,107302,10909.0
426,110265,507.0
427,107322,34024.0
428,110305,29918.0
429,107362,9593.0
430,107413,42580.0
431,110353,22317.0
432,107468,1413.0
433,107478,12121.0
434,107497,2246.0
435,107501,10502.0
436,107507,10440.0
437,107554,9516.0
438,116253,2320.0
439,74102,5879.0
440,111689,83718.0
441,107616,11971.0
442,107611,2625.0
443,107613,31911.0
444,107614,788.0
445,107653,21450.0
446,110657,11231.0
447,110649,41588.0
448,110678,10447.0
449,110687,31586.0
450,107756,9300.0
451,107808,9559.0
452,107818,9800.0
453,107822,713.0
454,107840,8291.0
455,107889,18133.0
456,111003,25557.0
457,110939,22588.0
458,110955,10872.0
459,107943,1245.0
460,110971,11858.0
461,107969,7007.0
462,111001,10467.0
463,107978,5550.0
464,107977,8005.0
465,107983,2088.0
466,105275,10412.0
467,108000,47889.0
468,108002,14534.0
469,108026,56583.0
470,108052,424.0
471,111094,35233.0
472,108065,14291.0
473,108071,11236.0
474,111127,11592.0
475,111143,8850.0
476,108101,10445.0
477,108122,695.0
478,111194,43535.0
479,111201,12519.0
480,108149,23210.0
481,108160,858.0
482,108162,867.0
483,83658,78.0
484,108186,13203.0
485,108174,10442.0
486,108238,11074.0
487,108255,9607.0
488,111323,17585.0
489,111400,9057.0
490,108328,20967.0
491,111418,10635.0
492,107688,9479.0
493,108333,10057.0
494,108358,11969.0
495,111488,41590.0
496,108399,319.0
497,108515,26408.0
498,110763,15139.0
499,114906,11446.0
500,107002,51980.0
501,109403,24405.0
502,104029,11655.0
503,110623,11800.0
504,107315,8223.0
505,106408,14587.0
506,110363,31504.0
507,107349,41653.0
508,111709,53185.0
509,111252,17600.0
510,110366,10897.0
511,109120,21352.0
512,110892,37345.0
513,112651,32562.0
514,109382,25403.0
515,112572,9066.0
516,99785,771.0
517,99653,251.0
518,103639,812.0
519,103064,280.0
520,99348,581.0
521,96895,268.0
522,102926,274.0
523,29583,408.0
524,101414,10020.0
525,32910,10895.0
526,100405,114.0
527,65214,576.0
528,110395,15477.0
529,109934,124472.0
530,112606,30528.0
531,117247,7300.0
532,112625,10824.0
533,116282,275.0
534,116552,25059.0
535,82509,11827.0
536,116514,8766.0
537,117283,23570.0
538,116684,47333.0
539,70506,51242.0
540,65421,10112.0
541,113083,4307.0
542,118001,46029.0
543,116165,32308.0
544,107471,52873.0
545,117891,28121.0
546,113613,12520.0
547,117381,1592.0
548,115509,19042.0
549,114671,38884.0
550,112844,47449.0
551,114658,36259.0
552,116275,41852.0
553,117608,9099.0
554,113448,2021.0
555,116414,61752.0
556,116095,10988.0
557,113947,12652.0
558,115956,10684.0
559,117060,954.0
560,117071,18989.0
561,116136,8840.0
562,116168,11107.0
563,54189,10363.0
564,116683,10539.0
565,116287,10543.0
566,116768,18414.0
567,116269,47502.0
568,114787,11902.0
569,113720,27098.0
570,112536,25087.0
571,48473,5801.0
572,52572,896.0
573,117128,3065.0
574,117705,2300.0
575,62711,8069.0
576,108181,27768.0
577,58898,8072.0
578,82206,35797.0
579,113443,33245.0
580,114048,27281.0
581,117104,40001.0
582,117688,29621.0
583,117774,20762.0
584,114736,37144.0
585,116289,12656.0
586,112368,25969.0
587,62952,753.0
588,115742,43634.0
589,117420,9103.0
590,115951,90214.0
591,117107,10990.0
592,117979,8866.0
593,95776,12233.0
594,115851,23449.0
595,116322,36355.0
596,112817,922.0
597,113362,11876.0
598,73778,52633.0
599,108500,11687.0
600,117108,9304.0
601,118114,503475.0
602,113270,73183.0
603,115963,9100.0
604,116448,20759.0
605,116827,46063.0
606,112701,32513.0
607,116508,36915.0
608,117500,9802.0
609,109592,21588.0
610,117998,664.0
611,115624,11867.0
612,113568,9323.0
613,117894,10280.0
614,117723,10535.0
615,112691,532.0
616,40366,26744.0
617,117768,16299.0
618,115571,10547.0
619,57012,935.0
620,103926,55613.0
621,113849,41007.0
622,113188,35645.0
623,109688,40751.0
624,110480,85778.0
625,108211,11101.0
626,117331,9826.0
627,117765,9879.0
628,113280,22621.0
629,116669,7095.0
630,116594,26890.0
631,113211,46732.0
632,63715,41225.0
633,117951,627.0
634,118523,32872.0
635,116629,602.0
636,117737,14553.0
637,116277,9566.0
638,116583,10545.0
639,115798,9894.0
640,116778,11543.0
641,116213,9268.0
642,117218,9327.0
643,116040,11228.0
644,116365,10779.0
645,116905,26748.0
646,116493,38223.0
647,117333,9294.0
648,118113,49963.0
649,117628,11363.0
650,117913,1645.0
651,115530,31546.0
652,115493,36344.0
653,116320,18550.0
654,116756,11511.0
655,116823,34170.0
656,118073,12606.0
657,61495,4837.0
658,110246,12632.0
659,115472,18975.0
660,116707,11962.0
661,116313,2925.0
662,117438,3595.0
663,116531,9308.0
664,116353,18555.0
665,115857,12123.0
666,117008,10830.0
667,116191,3573.0
668,115986,10546.0
669,116571,18862.0
670,53459,31417.0
671,117826,9431.0
672,113080,46986.0
673,117718,47907.0
674,116225,10061.0
675,112767,36266.0
676,115632,549.0
677,117918,10478.0
678,51980,116690.0
679,68646,238.0
680,109255,159.0
681,104558,11134.0
682,116985,88224.0
683,115736,9303.0
684,115836,23945.0
685,116745,22479.0
686,119214,9054.0
687,110693,410921.0
688,106544,38955.0
689,116418,110513.0
690,120004,11015.0
691,116654,9306.0
692,116311,12559.0
693,117965,58770.0
694,115725,3587.0
695,115783,10723.0
696,113596,19004.0
697,113253,10987.0
698,117991,44705.0
699,117093,20318.0
700,111019,26933.0
701,35896,27854.0
702,32904,981.0
703,45152,872.0
704,43278,2769.0
705,50419,13320.0
706,54698,164.0
707,52357,426.0
708,47396,567.0
709,25316,3078.0
710,36855,13528.0
711,25164,28288.0
712,53125,213.0
713,53604,284.0
714,53291,239.0
715,56923,4808.0
716,34583,289.0
717,33870,963.0
718,58385,11113.0
719,47437,6620.0
720,46250,804.0
721,31580,26531.0
722,37059,909.0
723,32138,630.0
724,31381,770.0
725,84370,31044.0
726,43014,599.0
727,33467,15.0
728,62622,62.0
729,42192,705.0
730,32143,22490.0
731,32976,223.0
732,32484,25670.0
733,38787,303.0
734,38109,4174.0
735,50105,8356.0
736,48728,381.0
737,42451,20758.0
738,45537,29376.0
739,31725,1859.0
740,50658,18299.0
741,51658,17281.0
742,29843,10907.0
743,32762,32093.0
744,37008,1939.0
745,39420,22292.0
746,29162,3598.0
747,27125,3080.0
748,35446,198.0
749,28010,13562.0
750,49261,1712.0
751,48028,220.0
752,25878,3529.0
753,32599,3085.0
754,48960,2897.0
755,38650,1585.0
756,31679,3083.0
757,29947,900.0
758,34012,43795.0
759,17350,85638.0
760,25586,43905.0
761,38300,22688.0
762,27893,23114.0
763,41509,40206.0
764,39152,22356.0
765,26029,260.0
766,38235,43488.0
767,36241,22613.0
768,63350,10331.0
769,43265,488.0
770,46414,22733.0
771,51459,261.0
772,47162,57575.0
773,33891,32574.0
774,29855,22657.0
775,22879,22649.0
776,48491,39940.0
777,117357,85328.0
778,116329,11076.0
779,118742,63945.0
780,116442,58985.0
781,117011,10861.0
782,117039,1770.0
783,117473,44465.0
784,116635,2033.0
785,115678,18203.0
786,116830,9333.0
787,115847,47260.0
788,117603,9400.0
789,115438,9401.0
790,115994,12241.0
791,116259,11306.0
792,116421,9625.0
793,116000,10680.0
794,115862,6346.0
795,72653,18660.0
796,47977,35115.0
797,72951,14821.0
798,64603,14136.0
799,71607,10869.0
800,50798,22660.0
801,55277,19186.0
802,54195,31102.0
803,107131,6878.0
804,53271,15944.0
805,54357,18444.0
806,59793,20723.0
807,46672,173.0
808,106611,864.0
809,109127,24795.0
810,42332,11224.0
811,63819,81310.0
812,38166,15947.0
813,57546,9078.0
814,102798,8367.0
815,58331,433.0
816,33563,11360.0
817,76538,11114.0
818,66817,12335.0
819,43274,12092.0
820,82406,10948.0
821,116361,11229.0
822,59742,15121.0
823,95016,562.0
824,104692,10163.0
825,118044,48862.0
826,117589,11159.0
827,117887,9591.0
828,117924,30500.0
829,117791,41843.0
830,115640,10938.0
831,116908,11412.0
832,116409,10586.0
833,116913,42314.0
834,117958,27845.0
835,117202,23223.0
836,116404,49471.0
837,120107,38153.0
838,116722,25147.0
839,116242,9716.0
840,117509,454.0
841,117802,10218.0
842,117665,819.0
843,116714,56830.0
844,115491,11238.0
845,29546,31530.0
846,28757,66473.0
847,39286,28120.0
848,37101,1834.0
849,67992,252.0
850,55018,16372.0
851,70707,11561.0
852,66808,11302.0
853,95159,623.0
854,79470,583.0
855,84865,12614.0
856,68334,21711.0
857,59243,11575.0
858,61418,475.0
859,52027,11331.0
860,46912,521.0
861,113731,21202.0
862,92890,88.0
863,105236,500.0
864,91763,792.0
865,98627,8491.0
866,103772,402.0
867,101761,10537.0
868,104036,11386.0
869,104348,9504.0
870,84707,15764.0
871,83866,601.0
872,29992,25842.0
873,99371,2119.0
874,92099,744.0
875,48545,221.0
876,44081,702.0
877,115885,25750.0
878,117040,9305.0
879,117284,37616.0
880,115580,11112.0
881,116378,21612.0
882,113057,102461.0
883,116581,36998.0
884,112907,116844.0
885,117318,1630.0
886,116422,26626.0
887,117320,124837.0
888,82846,11816.0
889,72081,11843.0
890,101775,10379.0
891,96754,2756.0
892,80749,790.0
893,82340,1103.0
894,82533,11298.0
895,91288,4480.0
896,91480,4481.0
897,81375,10765.0
898,71853,762.0
899,118147,10548.0
900,108598,531.0
901,84589,4483.0
902,109781,18919.0
903,40427,31556.0
904,40723,26167.0
905,78875,659.0
906,69198,30892.0
907,110521,86369.0
908,60304,8074.0
909,116059,38554.0
910,115610,49763.0
911,99028,41326.0
912,112483,36555.0
913,103850,10608.0
914,95765,11216.0
915,97108,7452.0
916,101700,892.0
917,101765,1600.0
918,101811,26561.0
919,50825,975.0
920,99703,18129.0
921,102014,54405.0
922,116209,409.0
923,102426,38251.0
924,97937,10161.0
925,98724,1412.0
926,105107,41768.0
927,105488,10409.0
928,96257,14285.0
929,101026,2469.0
930,102370,10174.0
931,100332,31225.0
932,73486,510.0
933,78446,11455.0
934,80684,1891.0
935,93779,2493.0
936,82971,85.0
937,88846,68.0
938,90605,679.0
939,60196,429.0
940,94336,13446.0
941,50083,389.0
942,56172,947.0
943,66921,185.0
944,56592,595.0
945,78788,28.0
946,64116,335.0
947,86190,1892.0
948,93191,144.0
949,41959,1092.0
950,99685,769.0
951,78748,348.0
952,106308,766.0
953,95250,175.0
954,89881,11645.0
955,97202,10835.0
956,54215,539.0
957,80455,525.0
958,71562,240.0
959,93058,600.0
960,104361,530.0
961,97499,10705.0
962,86879,279.0
963,45061,3109.0
964,87843,311.0
965,81398,1578.0
966,75686,703.0
967,86197,9549.0
968,79944,1398.0
969,82096,387.0
970,70735,9277.0
971,67185,343.0
972,103130,37291.0
973,50976,490.0
974,85859,11235.0
975,88247,218.0
976,103873,763.0
977,97441,9665.0
978,100519,18971.0
979,79522,696.0
980,100150,379.0
981,97165,207.0
982,61722,37247.0
983,52311,1480.0
984,100263,9322.0
985,50212,826.0
986,56801,422.0
987,71315,829.0
988,43456,828.0
989,40897,3090.0
990,92610,9964.0
991,23969,3063.0
992,88794,13667.0
993,81505,694.0
994,92005,235.0
995,22100,832.0
996,92991,765.0
997,57115,5925.0
998,77416,11778.0
999,82269,4485.0
1000,107048,137.0
1001,105695,33.0
1002,56218,982.0
1003,100436,8428.0
1004,36613,212.0
1005,88763,105.0
1006,101921,1633.0
1007,66206,11202.0
1008,90967,1554.0
1009,94625,149.0
1010,91203,8009.0
1011,61512,903.0
1012,99334,11673.0
1013,72431,3034.0
1014,102536,339.0
1015,101640,10404.0
1016,32553,914.0
1017,32455,756.0
1018,44706,288.0
1019,38355,910.0
1020,97493,2640.0
1021,81534,16633.0
1022,52618,665.0
1023,88258,11031.0
1024,85809,11314.0
1025,94006,15143.0
1026,97576,89.0
1027,78841,10322.0
1028,83987,783.0
1029,96332,10644.0
1030,91867,11257.0
1031,89886,14370.0
1032,84503,12104.0
1033,87553,625.0
1034,89606,8816.0
1035,49223,830.0
1036,97351,2323.0
1037,73341,983.0
1038,64115,642.0
1039,87884,655.0
1040,101458,10341.0
1041,98635,639.0
1042,116589,30180.0
1043,116293,41801.0
1044,116601,61536.0
1045,103644,8077.0
1046,82010,814.0
1047,103678,41671.0
1048,85159,27214.0
1049,115535,52263.0
1050,106262,33519.0
1051,83550,16235.0
1052,78767,11449.0
1053,99030,41848.0
1054,71233,25944.0
1055,90655,24913.0
1056,75704,49126.0
1057,92632,32076.0
1058,56869,571.0
1059,51418,8851.0
1060,82083,37843.0
1061,101492,32146.0
1062,37549,30346.0
1063,103874,6114.0
1064,26138,229.0
1065,74258,13549.0
1066,103919,9529.0
1067,101540,1598.0
1068,55824,11349.0
1069,74285,7340.0
1070,83722,6217.0
1071,87800,377.0
1072,13442,653.0
1073,75005,794.0
1074,115710,31640.0
1075,115495,8744.0
1076,117057,25189.0
1077,115751,145.0
1078,119791,2212.0
1079,117731,199.0
1080,117631,7863.0
1081,117666,12498.0
1082,116705,9279.0
1083,117293,17204.0
1084,117372,21539.0
1085,117477,12709.0
1086,115988,20539.0
1087,115433,11674.0
1088,99423,1573.0
1089,79945,152.0
1090,102975,174.0
1091,98382,172.0
1092,84726,154.0
1093,88170,157.0
1094,92007,168.0
1095,103776,364.0
1096,96487,11967.0
1097,100994,9086.0
1098,77631,621.0
1099,84021,9037.0
1100,100114,10173.0
1101,105690,8845.0
1102,73195,578.0
1103,77766,579.0
1104,85750,17692.0
1105,117119,17795.0
1106,116996,75.0
1107,115906,13891.0
1108,116695,9390.0
1109,93822,378.0
1110,94155,10896.0
1111,105435,2322.0
1112,115633,41240.0
1113,116621,26949.0
1114,116999,9819.0
1115,116410,31908.0
1116,119783,46027.0
1117,115641,3179.0
1118,112769,1802.0
1119,117571,4232.0
1120,104691,9361.0
1121,117038,2928.0
1122,116240,30285.0
1123,116477,10549.0
1124,117690,58102.0
1125,118163,18451.0
1126,117091,27265.0
1127,118100,49935.0
1128,116250,8818.0
1129,117364,36758.0
1130,67959,36040.0
1131,119731,9415.0
1132,119115,12145.0
1133,120550,42424.0
1134,120390,34314.0
1135,112362,2892.0
1136,116704,9404.0
1137,118708,9622.0
1138,119664,8860.0
1139,106535,14832.0
1140,118928,9619.0
1141,119644,40506.0
1142,106266,31000.0
1143,106387,4104.0
1144,119937,26306.0
1145,119640,14908.0
1146,116790,784.0
1147,119225,12489.0
1148,118111,16448.0
1149,116754,55936.0
1150,118691,17894.0
1151,120238,28059.0
1152,119887,17949.0
1153,119141,1968.0
1154,120357,61563.0
1155,118548,66.0
1156,120317,20735.0
1157,120434,11419.0
1158,120318,25796.0
1159,116922,638.0
1160,120036,25624.0
1161,119008,9366.0
1162,118750,21915.0
1163,118859,18420.0
1164,118702,19952.0
1165,119432,9446.0
1166,116743,28005.0
1167,119951,9403.0
1168,119572,27322.0
1169,120053,10003.0
1170,120152,9311.0
1171,118064,11844.0
1172,115964,884.0
1173,116041,49806.0
1174,119528,1624.0
1175,120094,16052.0
1176,118972,4477.0
1177,118829,24662.0
1178,118663,18423.0
1179,116931,76996.0
1180,120389,6499.0
1181,118623,50512.0
1182,119013,9405.0
1183,119381,12723.0
1184,118615,9360.0
1185,119229,9434.0
1186,116762,118991.0
1187,116783,21626.0
1188,118541,13982.0
1189,119859,77223.0
1190,120366,31465.0
1191,118586,12793.0
1192,120032,9611.0
1193,120461,10357.0
1194,115886,9977.0
1195,118655,816.0
1196,118771,2163.0
1197,115927,16399.0
1198,120383,31017.0
1199,120479,49478.0
1200,119109,12499.0
1201,119116,18.0
1202,119809,1811.0
1203,117398,105045.0
1204,119578,64802.0
1205,117615,11239.0
1206,120394,15321.0
1207,118556,2058.0
1208,115744,9450.0
1209,119567,330.0
1210,117359,38523.0
1211,117561,16375.0
1212,120118,33660.0
1213,114303,45671.0
1214,120373,17770.0
1215,118787,15170.0
1216,118880,1701.0
1217,114134,26422.0
1218,120179,1639.0
1219,118688,415.0
1220,119019,47686.0
1221,120034,65889.0
1222,116502,11103.0
1223,119282,11970.0
1224,119738,8874.0
1225,105569,17991.0
1226,115856,11956.0
1227,57345,266.0
1228,119094,754.0
1229,119654,607.0
1230,119848,18080.0
1231,120512,38225.0
1232,120133,17834.0
1233,118884,686.0
1234,116930,65046.0
1235,119173,4421.0
1236,82198,9387.0
1237,119190,10603.0
1238,118887,2142.0
1239,119081,8413.0
1240,120177,10336.0
1241,118570,20737.0
1242,119896,9413.0
1243,119361,14585.0
1244,119152,18519.0
1245,118818,49462.0
1246,118883,8834.0
1247,118966,9458.0
1248,120207,8854.0
1249,120112,38295.0
1250,119311,22073.0
1251,119509,37244.0
1252,119675,4961.0
1253,119695,9416.0
1254,119086,26180.0
1255,119484,17832.0
1256,118571,9772.0
1257,118531,6072.0
1258,99810,1669.0
1259,102494,468.0
1260,119465,32519.0
1261,120197,108401.0
1262,119360,10806.0
1263,119051,9433.0
1264,119874,6623.0
1265,119488,2118.0
1266,120102,978.0
1267,119468,9437.0
1268,120169,29461.0
1269,120524,10351.0
1270,120323,66588.0
1271,119174,2649.0
1272,119123,14289.0
1273,120399,10155.0
1274,119632,20457.0
1275,118647,18355.0
1276,120402,55306.0
1277,119349,68924.0
1278,118842,2255.0
1279,119326,28353.0
1280,119164,9427.0
1281,116631,172545.0
1282,119280,17589.0
1283,119345,3597.0
1284,118971,1813.0
1285,120029,36797.0
1286,119906,12628.0
1287,119324,33344.0
1288,119107,25099.0
1289,120481,45019.0
1290,120303,63437.0
1291,119177,782.0
1292,119095,29911.0
1293,119891,9827.0
1294,119535,8067.0
1295,119080,45153.0
1296,119210,10871.0
1297,118900,14398.0
1298,83131,10890.0
1299,118689,1281.0
1300,119327,32332.0
1301,119592,9770.0
1302,119832,12616.0
1303,120275,34838.0
1304,120490,14905.0
1305,119527,14583.0
1306,119978,11975.0
1307,118749,4995.0
1308,90329,9281.0
1309,120201,563.0
1310,118901,61337.0
1311,107282,19931.0
1312,118836,31535.0
1313,120148,10215.0
1314,119707,9823.0
1315,120382,37165.0
1316,120520,45609.0
1317,119723,38904.0
1318,119994,9407.0
1319,119395,4824.0
1320,118617,9444.0
1321,120483,9414.0
1322,118583,8078.0
1323,118607,11831.0
1324,118632,2895.0
1325,123385,39177.0
1326,118698,19601.0
1327,118804,22797.0
1328,118954,2639.0
1329,119137,9574.0
1330,119142,10371.0
1331,119217,489.0
1332,119303,9714.0
1333,119668,8197.0
1334,119715,6283.0
1335,119819,49728.0
1336,120082,4233.0
1337,120255,10217.0
1338,120338,597.0
1339,120347,714.0
1340,119925,9922.0
1341,119314,547.0
1342,120521,25994.0
1343,119396,184.0
1344,119485,9746.0
1345,119718,9438.0
1346,118715,115.0
1347,118566,26941.0
1348,119590,27103.0
1349,119223,9410.0
1350,118539,32302.0
1351,120670,41417.0
1352,120820,12538.0
1353,120885,586.0
1354,118929,2666.0
1355,116845,46338.0
1356,120478,54007.0
1357,120696,11258.0
1358,120693,9490.0
1359,119099,9411.0
1360,120122,25719.0
1361,118643,9033.0
1362,112913,11220.0
1363,119815,21253.0
1364,120185,6116.0
1365,118956,9457.0
1366,119734,39424.0
1367,120008,11702.0
1368,120594,2923.0
1369,119784,12238.0
1370,118747,11568.0
1371,114690,41577.0
1372,120888,11003.0
1373,120184,10153.0
1374,120782,30949.0
1375,119822,2898.0
1376,99939,9558.0
1377,119656,320011.0
1378,119594,26269.0
1379,120873,11808.0
1380,119574,47452.0
1381,120661,21736.0
